Ping,RTT (microseconds)
1,103824
2,103888
3,104765
4,105731
5,105234
6,105300
7,105602
8,104782
9,105231
10,105783
11,104666
12,104659
13,105916
14,105811
15,106332
16,104408
17,105741
18,105652
19,104435
20,103295
21,104417
22,105570
23,104915
24,104136
25,104156
26,104844
27,104762
28,118353
29,106164
30,103971
31,103439
32,106301
33,105668
34,104920
35,105966
36,104799
37,105747
38,104828
39,106983
40,107476
41,104970
42,104979
43,104703
44,106007
45,108149
46,107089
47,105764
48,104978
49,105681
50,105052
51,105725
52,105247
53,105456
54,104873
55,420588
56,105018
57,104826
58,104241
59,105698
60,105559
61,104912
62,106159
63,104074
64,108249
65,106370
66,104275
67,106042
68,106538
69,103494
70,105762
71,105260
72,105513
73,103998
74,104613
75,104305
76,105143
77,104462
78,105549
79,104199
80,103465
81,106429
82,104340
83,103653
84,104138
85,105996
86,104528
87,104903
88,104663
89,105685
90,103409
91,105265
92,104822
93,105377
94,105488
95,103496
96,105471
97,106274
98,103309
99,103618
100,104441
